route_id,case_id,frame_index,time,iteration,maxlevel,delta_min,vertex_count,facet_count,xmin,xmax,ymin,ymax,zmin,zmax,downstream_clearance,upstream_clearance,y_min_clearance,y_max_clearance,z_min_clearance,z_max_clearance,active_front,active_front_over_L0,interface_proxy,credible_component_count,detached_proxy_count,vertex_frac_within_2_delta_min_x_min,facet_frac_within_2_delta_min_x_min,vertex_frac_within_2_delta_min_x_max,facet_frac_within_2_delta_min_x_max,vertex_frac_within_2_delta_min_y_min,facet_frac_within_2_delta_min_y_min,vertex_frac_within_2_delta_min_y_max,facet_frac_within_2_delta_min_y_max,vertex_frac_within_2_delta_min_z_min,facet_frac_within_2_delta_min_z_min,vertex_frac_within_2_delta_min_z_max,facet_frac_within_2_delta_min_z_max,vertex_frac_within_4_delta_min_x_min,facet_frac_within_4_delta_min_x_min,vertex_frac_within_4_delta_min_x_max,facet_frac_within_4_delta_min_x_max,vertex_frac_within_4_delta_min_y_min,facet_frac_within_4_delta_min_y_min,vertex_frac_within_4_delta_min_y_max,facet_frac_within_4_delta_min_y_max,vertex_frac_within_4_delta_min_z_min,facet_frac_within_4_delta_min_z_min,vertex_frac_within_4_delta_min_z_max,facet_frac_within_4_delta_min_z_max,vertex_frac_within_0p05_domain_length_x_min,facet_frac_within_0p05_domain_length_x_min,vertex_frac_within_0p05_domain_length_x_max,facet_frac_within_0p05_domain_length_x_max,vertex_frac_within_0p05_domain_length_y_min,facet_frac_within_0p05_domain_length_y_min,vertex_frac_within_0p05_domain_length_y_max,facet_frac_within_0p05_domain_length_y_max,vertex_frac_within_0p05_domain_length_z_min,facet_frac_within_0p05_domain_length_z_min,vertex_frac_within_0p05_domain_length_z_max,facet_frac_within_0p05_domain_length_z_max,meaningful_downstream_or_lateral_boundary_contact,contact_boundaries,hero_complexity_score
official_round_control,C0_long_official_round_control,39,0.78,273,8,0.01171875,47487,12289,0.0,0.687871,-0.318411,0.322987,-0.283996,0.284022,2.312129,0.0,1.181589,1.177013,1.2160039999999999,1.215978,0.23046875,0.23046875,0.163024902344,25,24,0.011540000421167899,0.013670762470502074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02274306652346958,0.024412075840182276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07271463769031525,0.07209699731467166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.225313902344
official_round_control,C0_long_official_round_control,40,0.8,280,8,0.01171875,49293,12763,0.0,0.706881,-0.328125,0.328767,-0.288003,0.289303,2.293119,0.0,1.171875,1.171233,1.211997,1.2106970000000001,0.236328125,0.236328125,0.170349121094,27,26,0.01249670338587629,0.014730079134999609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022558984034244212,0.024759069184361042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07108514393524436,0.07145655410170022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.23711212109399998
official_round_control,C0_long_official_round_control,41,0.82,287,8,0.01171875,50636,13145,0.0,0.725341,-0.335476,0.336409,-0.295477,0.298407,2.2746589999999998,0.0,1.1645240000000001,1.163591,1.204523,1.201593,0.240234375,0.240234375,0.177124023438,23,22,0.01184927719409116,0.013693419551160137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02156568449324591,0.02312666413084823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06712615530452642,0.06740205401293267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.23626902343799996
official_round_control,C0_long_official_round_control,42,0.84,294,8,0.01171875,52972,13750,0.0,0.742167,-0.348896,0.345258,-0.30378,0.304688,2.2578329999999998,0.0,1.1511040000000001,1.154742,1.19622,1.195312,0.248046875,0.248046875,0.184295654297,26,25,0.011326738654383448,0.01309090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02280450049082534,0.024727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06573283999093861,0.06516363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.250045654297
official_round_control,C0_long_official_round_control,43,0.86,301,8,0.01171875,55054,14330,0.0,0.758263,-0.352493,0.35403,-0.308727,0.308057,2.241737,0.0,1.147507,1.14597,1.191273,1.191943,0.25390625,0.25390625,0.187210083008,26,25,0.011189014422203655,0.013119330076762038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02208740509318124,0.02372644801116539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06524503215025249,0.0642009769713887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.253540083008
official_round_control,C0_long_official_round_control,44,0.88,308,8,0.01171875,56764,14780,0.0,0.77437,-0.359371,0.360371,-0.316143,0.312414,2.2256299999999998,0.0,1.1406290000000001,1.139629,1.183857,1.187586,0.255859375,0.255859375,0.193099975586,31,30,0.009794940455218096,0.011637347767253045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019131844126559088,0.02036535859269283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06088365865689521,0.06001353179972936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.269879975586
official_round_control,C0_long_official_round_control,45,0.9,315,8,0.01171875,58365,15248,0.0,0.789614,-0.365893,0.368155,-0.320439,0.317784,2.2103859999999997,0.0,1.134107,1.131845,1.179561,1.182216,0.263671875,0.263671875,0.198333740234,30,29,0.01048573631457209,0.012067156348373556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01891544590079671,0.020461699895068207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059693309346354834,0.059286463798530954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.273581740234
official_round_control,C0_long_official_round_control,46,0.92,322,8,0.01171875,59434,15566,0.0,0.806266,-0.375,0.375698,-0.326156,0.322759,2.193734,0.0,1.125,1.1243020000000001,1.1738439999999999,1.177241,0.26953125,0.26953125,0.203414916992,33,32,0.010095231685567184,0.011563664396762175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01850792475687317,0.01978671463445972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05769424908301646,0.057689836823846846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.28498091699200007
official_round_control,C0_long_official_round_control,47,0.94,329,8,0.01171875,61002,15922,0.0,0.822728,-0.382545,0.383085,-0.330453,0.328942,2.177272,0.0,1.117455,1.116915,1.1695470000000001,1.171058,0.275390625,0.275390625,0.213043212891,30,29,0.009835743090390479,0.01130511242306243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01970427199108226,0.021165682703177993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05678502344185436,0.05602311267428715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.28896521289099997
official_round_control,C0_long_official_round_control,48,0.96,336,8,0.01171875,62631,16345,0.0,0.83621,-0.396274,0.389128,-0.333525,0.333547,2.16379,0.0,1.103726,1.110872,1.166475,1.166453,0.279296875,0.279296875,0.214813232422,36,35,0.009835385032970894,0.011501988375650045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019415305519630853,0.020801468338941573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05680892848589357,0.05579687977974916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.303158232422
official_round_control,C0_long_official_round_control,49,0.98,343,8,0.01171875,64034,16745,0.0,0.854423,-0.399963,0.397011,-0.335549,0.33824,2.145577,0.0,1.100037,1.102989,1.1644510000000001,1.1617600000000001,0.28515625,0.28515625,0.221374511719,37,36,0.008557953587156823,0.010032845625559868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016928506730799264,0.018035234398327857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539400943248899,0.05273215885338907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.312119511719
official_round_control,C0_long_official_round_control,50,1.0,350,8,0.01171875,65256,17061,0.0,0.869376,-0.400922,0.400467,-0.340333,0.342232,2.130624,0.0,1.099078,1.099533,1.159667,1.157768,0.29296875,0.29296875,0.225463867188,38,37,0.0094857177884026,0.011019283746556474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01708655142822116,0.018521774808041732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053405050876547754,0.05298634312173964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.318524867188
official_round_control,C0_long_official_round_control,51,1.02,365,8,0.01171875,67524,17701,0.0,0.885033,-0.40468,0.405072,-0.34243,0.345027,2.114967,0.0,1.09532,1.094928,1.15757,1.154973,0.294921875,0.294921875,0.233154296875,44,43,0.00888572951839346,0.0101689170103384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01620164682187074,0.017343652900966046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506338487056454,0.05022315123439354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.338855296875
official_round_control,C0_long_official_round_control,52,1.04,374,8,0.01171875,68723,18006,0.0,0.902472,-0.410905,0.411728,-0.344826,0.348496,2.097528,0.0,1.089095,1.088272,1.155174,1.151504,0.30078125,0.30078125,0.240493774414,48,47,0.008847110865358032,0.009996667777407531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017839733422580505,0.01877152060424303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05111825735197823,0.04992780184382983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.354499774414
official_round_control,C0_long_official_round_control,53,1.06,382,8,0.01171875,70331,18433,0.0,0.917866,-0.41654,0.41912,-0.349707,0.352664,2.082134,0.0,1.08346,1.08088,1.150293,1.1473360000000001,0.30859375,0.30859375,0.243591308594,52,51,0.008872332257468257,0.009982097325448924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017104832861753707,0.018065426137904846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05095903655571512,0.049964737156187274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.366024308594
official_round_control,C0_long_official_round_control,54,1.08,389,8,0.01171875,72161,18914,0.0,0.934327,-0.423305,0.423013,-0.352709,0.35529,2.065673,0.0,1.076695,1.076987,1.147291,1.14471,0.310546875,0.310546875,0.251373291016,57,56,0.00748326658444312,0.008670825843290684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014578511938581782,0.015649783229353918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047324732196061585,0.04652638257375489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.38428729101599995
official_round_control,C0_long_official_round_control,55,1.1,396,8,0.01171875,73440,19254,0.0,0.950814,-0.426579,0.428814,-0.354783,0.355756,2.0491859999999997,0.0,1.073421,1.071186,1.145217,1.144244,0.318359375,0.318359375,0.255325317383,58,57,0.008387799564270153,0.009764204840552612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014869281045751633,0.01599667601537343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04552015250544662,0.045133478757660744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.390579317383
official_round_control,C0_long_official_round_control,56,1.12,403,8,0.01171875,75157,19707,0.0,0.96706,-0.430814,0.435256,-0.35667,0.358206,2.03294,0.0,1.069186,1.0647440000000001,1.14333,1.141794,0.32421875,0.32421875,0.260528564453,61,60,0.00798328831645755,0.009133810321205664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014582806658062455,0.015425990764702897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452652447543143,0.04495864413660121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.40223556445299996
official_round_control,C0_long_official_round_control,57,1.14,410,8,0.01171875,76613,20083,0.0,0.984366,-0.437476,0.439301,-0.362502,0.363281,2.015634,0.0,1.062524,1.060699,1.137498,1.136719,0.326171875,0.326171875,0.266357421875,61,60,0.00783156905486014,0.008962804361898122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015637032879537414,0.016680774784643727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04556667928419459,0.04461484837922621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.408440421875
official_round_control,C0_long_official_round_control,58,1.16,417,8,0.01171875,78368,20517,0.0,1.00056,-0.438952,0.445308,-0.366375,0.364965,1.99944,0.0,1.061048,1.054692,1.1336249999999999,1.135035,0.333984375,0.333984375,0.27214050293,63,62,0.007860351163740302,0.009163133011648877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01551653736218865,0.016571623531705416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04546498570845243,0.04445094312033923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.41865750293
official_round_control,C0_long_official_round_control,59,1.18,424,8,0.01171875,80778,21157,0.0,1.01845,-0.445312,0.446781,-0.366736,0.367238,1.98155,0.0,1.054688,1.053219,1.133264,1.132762,0.33984375,0.33984375,0.278427124023,69,68,0.00679640496174701,0.007940634305430827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013382356582237739,0.014179704116840762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04238777885067716,0.041262938980006617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.437584124023
official_round_control,C0_long_official_round_control,60,1.2,431,8,0.01171875,81857,21439,0.0,1.03501,-0.448749,0.451163,-0.372879,0.375,1.96499,0.0,1.051251,1.048837,1.127121,1.125,0.34765625,0.34765625,0.285247802734,69,68,0.007574184248140049,0.008769065721348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013633531646652089,0.014739493446522691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042708626018544533,0.04244600960865712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.444686802734
official_round_control,C0_long_official_round_control,61,1.22,438,8,0.01171875,84027,22051,0.0,1.05124,-0.451672,0.4566,-0.378831,0.381493,1.94876,0.0,1.048328,1.0434,1.121169,1.118507,0.349609375,0.349609375,0.291793823242,78,77,0.007140561962226427,0.008162895106797878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01301962464445952,0.013831572264296405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04068930224808692,0.040315631944129515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.469844823242
official_round_control,C0_long_official_round_control,62,1.24,445,8,0.01171875,85319,22357,0.0,1.06792,-0.457724,0.459721,-0.380832,0.387244,1.93208,0.0,1.042276,1.040279,1.119168,1.112756,0.357421875,0.357421875,0.297744750977,77,76,0.007032431228682943,0.00805116965603614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014111745332223771,0.01511830746522342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040811542563790014,0.040076933398935456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.47410175097699997
official_round_control,C0_long_official_round_control,63,1.26,452,8,0.01171875,86954,22776,0.0,1.08427,-0.459502,0.462429,-0.387548,0.391145,1.91573,0.0,1.040498,1.037571,1.112452,1.108855,0.36328125,0.36328125,0.305053710938,82,81,0.007084205441957816,0.00825430277485072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013984405547760885,0.014927994380049174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040619177956160726,0.039690902704601336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.491829710938
official_round_control,C0_long_official_round_control,64,1.28,459,8,0.01171875,88469,23181,0.0,1.10096,-0.461595,0.466119,-0.38984,0.399703,1.89904,0.0,1.038405,1.033881,1.11016,1.100297,0.365234375,0.365234375,0.310348510742,90,89,0.006194260136318936,0.007247314611103921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012207665962088415,0.012941633234114146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039121048050729634,0.038264095595530824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.5135295107419999
official_round_control,C0_long_official_round_control,65,1.3,466,8,0.01171875,90187,23651,0.0,1.11694,-0.463602,0.469135,-0.393832,0.401253,1.88306,0.0,1.036398,1.030865,1.106168,1.098747,0.373046875,0.373046875,0.313934326172,92,91,0.006830252697173651,0.007948923935562978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012352112832226375,0.01340323876368864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885260625145531,0.03856073738953955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.521585326172
official_round_control,C0_long_official_round_control,66,1.32,473,8,0.01171875,91933,24097,0.0,1.13311,-0.46938,0.470744,-0.399416,0.40868,1.86689,0.0,1.0306199999999999,1.029256,1.100584,1.09132,0.37890625,0.37890625,0.321182250977,95,94,0.006526492119260766,0.007469809519857244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011878215657054594,0.012615678300203345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037026965289939415,0.0368510602979624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.535279250977
official_round_control,C0_long_official_round_control,67,1.34,480,8,0.01171875,93520,24540,0.0,1.1492,-0.470133,0.473405,-0.402333,0.413341,1.8508,0.0,1.0298669999999999,1.026595,1.097667,1.086659,0.38671875,0.38671875,0.325881958008,95,94,0.00641573994867408,0.007334963325183374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012917023096663816,0.013854930725346373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726475620188195,0.036511817440912794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.5404219580080001
official_round_control,C0_long_official_round_control,68,1.36,487,8,0.01171875,95118,24957,0.0,1.16501,-0.472271,0.477017,-0.406538,0.420697,1.83499,0.0,1.027729,1.022983,1.093462,1.079303,0.388671875,0.388671875,0.331359863281,96,95,0.006476166445888265,0.007532956685499058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012784120776298914,0.013623432303562126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766900060976892,0.03686340505669752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.5483168632809999
official_round_control,C0_long_official_round_control,69,1.38,494,8,0.01171875,96315,25287,0.0,1.18193,-0.473416,0.480684,-0.411673,0.424096,1.81807,0.0,1.026584,1.0193159999999999,1.088327,1.075904,0.39453125,0.39453125,0.336196899414,103,102,0.005783107511810206,0.00680191402697038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011348180449566526,0.0120219875825523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036058765509006906,0.03511685846482382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.567483899414
official_round_control,C0_long_official_round_control,70,1.4,501,8,0.01171875,97649,25632,0.0,1.1984,-0.474877,0.48148,-0.415687,0.428811,1.8016,0.0,1.025123,1.01852,1.084313,1.071189,0.40234375,0.40234375,0.342422485352,102,101,0.0062673452877141595,0.00717852684144819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01130579934254319,0.012172284644194757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035699290315313006,0.03526841448189763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.572054485352
official_round_control,C0_long_official_round_control,71,1.42,508,8,0.01171875,99119,26033,0.0,1.21526,-0.47665,0.482571,-0.422487,0.436309,1.78474,0.0,1.02335,1.017429,1.077513,1.063691,0.404296875,0.404296875,0.349822998047,105,104,0.006053329835853873,0.0069143010793992245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110977713657321,0.011831137402527562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462504666108415,0.03441785426189836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.585855998047
official_round_control,C0_long_official_round_control,72,1.44,515,8,0.01171875,100620,26398,0.0,1.23329,-0.479505,0.483376,-0.425538,0.438819,1.76671,0.0,1.020495,1.016624,1.074462,1.061181,0.412109375,0.412109375,0.355133056641,105,104,0.005963029218843173,0.0068186983862413815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012005565493937586,0.012879763618455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034496124031007755,0.03379043866959618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.591531056641
official_round_control,C0_long_official_round_control,73,1.46,522,8,0.01171875,102025,26754,0.0,1.25017,-0.481069,0.485479,-0.430155,0.445841,1.74983,0.0,1.018931,1.014521,1.069845,1.054159,0.41796875,0.41796875,0.360717773438,100,99,0.0060377358490566035,0.0070269866188233535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011918647390345503,0.012708380055318831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03486400392060769,0.034088360618972864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.587471773438
official_round_control,C0_long_official_round_control,74,1.48,529,8,0.01171875,104020,27294,0.0,1.26833,-0.481731,0.492188,-0.434603,0.448537,1.73167,0.0,1.018269,1.007812,1.065397,1.051463,0.42578125,0.42578125,0.36474609375,102,101,0.005268217650451836,0.006155198944823038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010459527014035762,0.011137979043013117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03334935589309748,0.03249798490510735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.59604009375
official_round_control,C0_long_official_round_control,75,1.5,536,8,0.01171875,104918,27518,0.0,1.28569,-0.483129,0.492891,-0.437331,0.452369,1.71431,0.0,1.016871,1.007109,1.062669,1.047631,0.427734375,0.427734375,0.369750976562,104,103,0.005909376846680265,0.006831891852605567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010636878324024476,0.011483392688422123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03323547913608723,0.03285122465295443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.6052689765620001
official_round_control,C0_long_official_round_control,76,1.52,551,8,0.01171875,106834,28090,0.0,1.30277,-0.484096,0.49327,-0.445067,0.45778,1.69723,0.0,1.015904,1.0067300000000001,1.0549330000000001,1.04222,0.435546875,0.435546875,0.379196166992,100,99,0.005616189602560983,0.006407974368102528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010240185708669525,0.010929156283374866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03203100136660614,0.03175507297970808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.607286166992
official_round_control,C0_long_official_round_control,77,1.54,559,8,0.01171875,107722,28311,0.0,1.32158,-0.492853,0.493549,-0.446052,0.461318,1.67842,0.0,1.007147,1.006451,1.053948,1.038682,0.44140625,0.44140625,0.383758544922,115,114,0.005644158110692338,0.006357952739217972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011362581459683259,0.011868178446540215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281595217318654,0.03207233937338844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.642069544922
official_round_control,C0_long_official_round_control,78,1.56,566,8,0.01171875,108683,28534,0.0,1.33873,-0.493842,0.494576,-0.449502,0.469709,1.66127,0.0,1.006158,1.005424,1.050498,1.030291,0.447265625,0.447265625,0.386962890625,121,120,0.005686261880882935,0.006413401556038411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01113329591564458,0.011740379897665942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03308705133277513,0.032312329151188056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.6574968906249999
official_round_control,C0_long_official_round_control,79,1.58,573,8,0.01171875,110356,28993,0.0,1.35626,-0.493964,0.495464,-0.454203,0.471079,1.64374,0.0,1.006036,1.0045359999999999,1.0457969999999999,1.028921,0.451171875,0.451171875,0.391159057617,124,123,0.004911377723005546,0.005691028869037354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009632462213200913,0.010243851964267237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03121715176338396,0.03052460938847308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.668152057617
official_round_control,C0_long_official_round_control,80,1.6,580,8,0.01171875,111509,29279,0.0,1.37496,-0.494085,0.495881,-0.457031,0.476127,1.62504,0.0,1.005915,1.004119,1.042969,1.023873,0.458984375,0.458984375,0.398651123047,127,126,0.00552421777614363,0.006420984323235083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009757059968253684,0.010519484955087264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029979642898779472,0.02967997540899621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.6819301230470001
