route_id,case_id,frame_index,time,iteration,maxlevel,delta_min,vertex_count,facet_count,xmin,xmax,ymin,ymax,zmin,zmax,downstream_clearance,upstream_clearance,y_min_clearance,y_max_clearance,z_min_clearance,z_max_clearance,active_front,active_front_over_L0,interface_proxy,credible_component_count,detached_proxy_count,vertex_frac_within_2_delta_min_x_min,facet_frac_within_2_delta_min_x_min,vertex_frac_within_2_delta_min_x_max,facet_frac_within_2_delta_min_x_max,vertex_frac_within_2_delta_min_y_min,facet_frac_within_2_delta_min_y_min,vertex_frac_within_2_delta_min_y_max,facet_frac_within_2_delta_min_y_max,vertex_frac_within_2_delta_min_z_min,facet_frac_within_2_delta_min_z_min,vertex_frac_within_2_delta_min_z_max,facet_frac_within_2_delta_min_z_max,vertex_frac_within_4_delta_min_x_min,facet_frac_within_4_delta_min_x_min,vertex_frac_within_4_delta_min_x_max,facet_frac_within_4_delta_min_x_max,vertex_frac_within_4_delta_min_y_min,facet_frac_within_4_delta_min_y_min,vertex_frac_within_4_delta_min_y_max,facet_frac_within_4_delta_min_y_max,vertex_frac_within_4_delta_min_z_min,facet_frac_within_4_delta_min_z_min,vertex_frac_within_4_delta_min_z_max,facet_frac_within_4_delta_min_z_max,vertex_frac_within_0p05_domain_length_x_min,facet_frac_within_0p05_domain_length_x_min,vertex_frac_within_0p05_domain_length_x_max,facet_frac_within_0p05_domain_length_x_max,vertex_frac_within_0p05_domain_length_y_min,facet_frac_within_0p05_domain_length_y_min,vertex_frac_within_0p05_domain_length_y_max,facet_frac_within_0p05_domain_length_y_max,vertex_frac_within_0p05_domain_length_z_min,facet_frac_within_0p05_domain_length_z_min,vertex_frac_within_0p05_domain_length_z_max,facet_frac_within_0p05_domain_length_z_max,meaningful_downstream_or_lateral_boundary_contact,contact_boundaries,hero_complexity_score
official_round_control,C0_long_official_round_control,12,0.24,72,8,0.01171875,9672,2408,0.0,0.233305,-0.119142,0.119083,-0.116403,0.116338,2.766695,0.0,1.380858,1.380917,1.383597,1.383662,0.076171875,0.076171875,0.0342864990234,1,0,0.062034739454094295,0.07475083056478406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12489660876757651,0.1378737541528239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500827129859388,0.3675249169435216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.038694499023400004
official_round_control,C0_long_official_round_control,13,0.26,79,8,0.01171875,11010,2707,0.0,0.250021,-0.125074,0.12498,-0.121388,0.121328,2.749979,0.0,1.374926,1.37502,1.378612,1.378672,0.083984375,0.083984375,0.0377807617188,1,0,0.0555858310626703,0.069449575175471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11044504995458673,0.12560029553010713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31108083560399635,0.3228666420391577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.042487761718800005
official_round_control,C0_long_official_round_control,14,0.28,86,8,0.01171875,11539,2858,0.0,0.267491,-0.131867,0.131905,-0.128785,0.128611,2.732509,0.0,1.368133,1.368095,1.371215,1.371389,0.08984375,0.08984375,0.0406951904297,1,0,0.04575786463298379,0.05598320503848846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09394228269347431,0.10636808957312806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29517289193170987,0.3079076277116865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0455531904297
official_round_control,C0_long_official_round_control,15,0.3,93,8,0.01171875,12601,3096,0.0,0.286457,-0.140625,0.140625,-0.137452,0.137333,2.713543,0.0,1.359375,1.359375,1.362548,1.362667,0.09765625,0.09765625,0.0433502197266,1,0,0.04888500912625982,0.060723514211886306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888183477501786,0.10335917312661498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27656535195619397,0.29037467700258396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0484462197266
official_round_control,C0_long_official_round_control,16,0.32,100,8,0.01171875,13480,3371,0.0,0.304089,-0.148953,0.14914,-0.146988,0.147023,2.695911,0.0,1.3510469999999999,1.35086,1.353012,1.352977,0.099609375,0.099609375,0.0467681884766,1,0,0.04451038575667656,0.05339661821417977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08130563798219585,0.0907742509641056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527448071216617,0.2646099080391575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0521391884766
official_round_control,C0_long_official_round_control,17,0.34,107,8,0.01171875,14440,3597,0.0,0.320966,-0.155499,0.155582,-0.153978,0.153992,2.679034,0.0,1.344501,1.3444180000000001,1.346022,1.346008,0.107421875,0.107421875,0.0502471923828,1,0,0.04155124653739612,0.05004170141784821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254847645429363,0.0922991381706978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24182825484764542,0.25020850708924103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.05584419238280001
official_round_control,C0_long_official_round_control,18,0.36,114,8,0.01171875,15549,3898,0.0,0.339844,-0.159957,0.160063,-0.161774,0.161619,2.660156,0.0,1.340043,1.339937,1.338226,1.338381,0.11328125,0.11328125,0.0540161132812,1,0,0.03935944433725642,0.04822986146741919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07794713486397839,0.08722421754746024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22593092803395717,0.232683427398666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0599141132812
official_round_control,C0_long_official_round_control,19,0.38,121,8,0.01171875,17270,4335,0.0,0.358203,-0.163126,0.164401,-0.164285,0.164303,2.641797,0.0,1.336874,1.335599,1.335715,1.335697,0.119140625,0.119140625,0.0591125488281,1,0,0.030515344528083382,0.03690888119953864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061088592935726695,0.06828143021914648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977417486971627,0.20207612456747404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0654475488281
official_round_control,C0_long_official_round_control,20,0.4,128,8,0.01171875,18606,4641,0.0,0.377025,-0.166966,0.167581,-0.167921,0.168215,2.622975,0.0,1.333034,1.332419,1.332079,1.331785,0.123046875,0.123046875,0.0629577636719,1,0,0.03289261528539181,0.039646627881922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05976566698914329,0.0680887739711269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18838009244329787,0.19564748976513682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0695987636719
official_round_control,C0_long_official_round_control,21,0.42,135,8,0.01171875,20041,5042,0.0,0.395784,-0.173942,0.175011,-0.177068,0.177436,2.604216,0.0,1.326058,1.324989,1.322932,1.322564,0.130859375,0.130859375,0.0682220458984,1,0,0.029938625817074998,0.03570011900039667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05488748066463749,0.061086870289567635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17124893967366897,0.17770725902419673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.07526404589840001
official_round_control,C0_long_official_round_control,22,0.44,142,8,0.01171875,21534,5422,0.0,0.411912,-0.17853,0.17923,-0.184805,0.185517,2.588088,0.0,1.32147,1.32077,1.3151950000000001,1.314483,0.138671875,0.138671875,0.0739288330078,1,0,0.027862914460852605,0.033198081888601995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05535432339556051,0.061232017705643675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612798365375685,0.1652526742899299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0813508330078
official_round_control,C0_long_official_round_control,23,0.46,149,8,0.01171875,23320,5867,0.0,0.426372,-0.189537,0.188937,-0.19075,0.191121,2.5736280000000002,0.0,1.310463,1.311063,1.30925,1.308879,0.14453125,0.14453125,0.0807495117188,1,0,0.026243567753001715,0.032043633884438386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05197255574614065,0.05795125276972899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15381646655231562,0.1578319413669678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0886165117188
official_round_control,C0_long_official_round_control,24,0.48,156,8,0.01171875,24942,6293,0.0,0.442047,-0.203941,0.200258,-0.196587,0.197058,2.557953,0.0,1.296059,1.299742,1.303413,1.302942,0.146484375,0.146484375,0.0859527587891,2,1,0.021529949482800095,0.025901795645955825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042378317697057175,0.04687748291752741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380001603720632,0.1409502621960909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0962457587891
official_round_control,C0_long_official_round_control,25,0.5,163,8,0.01171875,27115,6846,0.0,0.457878,-0.210938,0.209325,-0.202121,0.202231,2.542122,0.0,1.289062,1.290675,1.297879,1.297769,0.154296875,0.154296875,0.0924377441406,5,4,0.022718052738336714,0.027461291264972248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04130555043333948,0.04674262342974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12996496404204316,0.13380075956763074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.1092837441406
official_round_control,C0_long_official_round_control,26,0.52,178,8,0.01171875,28530,7281,0.0,0.474541,-0.215675,0.215032,-0.210938,0.210938,2.525459,0.0,1.284325,1.284968,1.289062,1.289062,0.16015625,0.16015625,0.0968017578125,5,4,0.02103049421661409,0.024721878862793572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03827549947423765,0.042027194066749075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205397826848931,0.12306001922812801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.11408275781249999
official_round_control,C0_long_official_round_control,27,0.54,187,8,0.01171875,29940,7613,0.0,0.49108,-0.22304,0.222656,-0.222435,0.222634,2.50892,0.0,1.27696,1.277344,1.277565,1.277366,0.162109375,0.162109375,0.101791381836,5,4,0.020808283233132933,0.024300538552476027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04111556446225785,0.044266386444240115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1188376753507014,0.1204518586628136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.119404381836
official_round_control,C0_long_official_round_control,28,0.56,195,8,0.01171875,31693,8075,0.0,0.50537,-0.228748,0.228279,-0.230045,0.229922,2.49463,0.0,1.271252,1.2717209999999999,1.269955,1.270078,0.169921875,0.169921875,0.109237670898,6,5,0.0195626794560313,0.022786377708978327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03811567223046099,0.041609907120743035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11340043542738144,0.11492260061919504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.129312670898
official_round_control,C0_long_official_round_control,29,0.58,203,8,0.01171875,32142,8204,0.0,0.521569,-0.235851,0.235806,-0.2385,0.238418,2.478431,0.0,1.264149,1.264194,1.2615,1.261582,0.17578125,0.17578125,0.110366821289,7,6,0.01642710472279261,0.019502681618722574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032356418393379376,0.035592393954168695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10500280007466865,0.10775231594344223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.132570821289
official_round_control,C0_long_official_round_control,30,0.6,210,8,0.01171875,34084,8719,0.0,0.539062,-0.240125,0.239333,-0.244852,0.246335,2.460938,0.0,1.259875,1.260667,1.255148,1.253665,0.177734375,0.177734375,0.11750793457,9,8,0.018072996127215114,0.021562105746071796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212651097289051,0.035439844018809494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831592536087314,0.10012616125702489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.14422693457
official_round_control,C0_long_official_round_control,31,0.62,217,8,0.01171875,35183,9017,0.0,0.553297,-0.245416,0.245263,-0.249385,0.251253,2.446703,0.0,1.254584,1.254737,1.250615,1.248747,0.185546875,0.185546875,0.120727539062,10,9,0.017053690702896286,0.019962293445713652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030980871443594918,0.033603193966951314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09558593638973367,0.09714982810247311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.149744539062
official_round_control,C0_long_official_round_control,32,0.64,224,8,0.01171875,36147,9279,0.0,0.569199,-0.253311,0.254136,-0.254634,0.258104,2.4308009999999998,0.0,1.246689,1.245864,1.245366,1.241896,0.19140625,0.19140625,0.12580871582,10,9,0.016598887874512407,0.019398642095053348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03297645724403132,0.035779717641987285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09621822004592359,0.09699321047526673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.15508771582
official_round_control,C0_long_official_round_control,33,0.66,231,8,0.01171875,37881,9742,0.0,0.58875,-0.262167,0.263231,-0.259303,0.262116,2.41125,0.0,1.237833,1.236769,1.240697,1.237884,0.19921875,0.19921875,0.130081176758,13,12,0.01626145033130065,0.019297885444467255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03210052532932077,0.0349004311229727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09342414402998865,0.09330732909053582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.16582317675799998
official_round_control,C0_long_official_round_control,34,0.68,238,8,0.01171875,38702,10002,0.0,0.599502,-0.271641,0.272631,-0.261877,0.268727,2.400498,0.0,1.228359,1.227369,1.2381229999999999,1.231273,0.201171875,0.201171875,0.134429931641,12,11,0.013952767298847604,0.016396720655868825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02746628081236112,0.02959408118376325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08769572631905329,0.08718256348730254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.168431931641
official_round_control,C0_long_official_round_control,35,0.7,245,8,0.01171875,40461,10442,0.0,0.615064,-0.281914,0.283089,-0.264576,0.271526,2.3849359999999997,0.0,1.218086,1.216911,1.235424,1.228474,0.20703125,0.20703125,0.139755249023,18,17,0.015323397839895208,0.01800421375215476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027779837374261634,0.030645470216433632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08652776747979536,0.0872438230224095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.186197249023
official_round_control,C0_long_official_round_control,36,0.72,252,8,0.01171875,42505,10982,0.0,0.632935,-0.292969,0.293129,-0.267165,0.275645,2.367065,0.0,1.207031,1.206871,1.2328350000000001,1.224355,0.208984375,0.208984375,0.146759033203,18,17,0.014115986354546525,0.016390457111637224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025879308316668626,0.028045893279912585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08067286201623339,0.08122382079766892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.19374103320299998
official_round_control,C0_long_official_round_control,37,0.74,259,8,0.01171875,44305,11465,0.0,0.650374,-0.299871,0.305999,-0.271607,0.280509,2.3496259999999998,0.0,1.200129,1.194001,1.228393,1.219491,0.216796875,0.216796875,0.15397644043,20,19,0.01354248956099763,0.01569995638901003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02708497912199526,0.02930658525948539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07836587292630628,0.07797645006541648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.20544144043
official_round_control,C0_long_official_round_control,38,0.76,266,8,0.01171875,45527,11754,0.0,0.67075,-0.30895,0.310513,-0.278472,0.282719,2.32925,0.0,1.19105,1.189487,1.221528,1.217281,0.224609375,0.224609375,0.158172607422,21,20,0.013530432490609968,0.015994555045091032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026709425176269026,0.02892632295388804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07797570672348277,0.07708014293006636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.211926607422
